,desc
2118,"- Green Motion SA, Piazza Bernardino Luini
- 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose Schuko (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 02-Jul-2021"
2119,"-  Hotel Federale,  Via Paolo Regazzoni 8, roland.galliker@hotel-federale.ch, +41-91-910-08-08
- 2x Steckdose Typ2 (16A, 3-ph) / bei Zimmerreservation von Vorteil / ZeitbeschrÃ¤nkung: nicht benutzbar von 10:00-15:00 Uhr / Parken: ParkgebÃ¼hr in Hotelgara"
2120,"- emotÃ¬, Via Serafino Balestra 
- 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A), 2x Steckdose CH Typ 23 (16A), FI / Zugang: evpass RFID/APP / ZeitbeschrÃ¤nkung: 2 h / Stromkosten: Starting from CHF 0.22/kWh / Standort"
2121,"- Green Motion SA, Autosilo Piazza Castello
- 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose Schuko (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 02-Jul-2021"
2122,"- AIL, Via Vegezzi,  -""https://www.lugano.ch""
- 2x Steckdose CEE blau 230V/16A (16A), 1x Steckdose CH Typ 13 (10A), FI / Freier Zugang / ZeitbeschrÃ¤nkung: 2 h / Standort: presso AIL SA, 2 parcheggi / Parken: gratis
Eintrag/Korrektur: 27-Aug-2018
Aktiv g"
2123,"- emotÃ¬, Via Campo Marzio
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose CH Typ 23 (16A) / Zugang: evpass RFID/APP / ZeitbeschrÃ¤nkung: 4 h / Stromkosten: Starting from CHF 0.22/kWh / Standort: Tariffa"
2124,"- Comune di Paradiso, Via Carona,  -""https://www.paradiso.ch""
- 2x Steckdose CEE blau 230V/16A (16A), 1x Steckdose CH Typ 13 (10A), FI / Freier Zugang / ZeitbeschrÃ¤nkung: 4h / Standort: Sopra stazione FFS Lugano-Paradiso, 2 parcheggi / Parken: gratuito
"
2125,"- Green Motion SA, Via Madonna della Salute 10
- 1x Steckdose Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 02-Jul-2021"
2126,"- Centro Studi Trevano, Via Trevano
- 2x Steckdose CEE blau 230V/16A (16A), 1x Steckdose CH Typ 13 (10A), FI / Freier Zugang / ZeitbeschrÃ¤nkung: 4 h / Standort: posteggi CPT lato nord, verso Scuole Medie, 3 parcheggi / Parken: gratuito
Eintrag/Korrektur"
2127,"- Comune di Lugano, Via Vegezzi,  -""https://www.lugano.ch""
- 5x Steckdose CH Typ 13 (10A), FI / Freier Zugang / Standort: posteggio moto/scooter / Parken: gratis
- Interessant: centro cittÃ 
- Hinweis: solo per scooter elettrici e e-bikes.
Eintrag/Korrek"
2128,"- Green Motion SA, Via Riva Caccia 1
- 3x Steckdose Typ2 (32A, 3-ph) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 02-Jul-2021"
2129,"- emotÃ¬, Piazza Rezzonico
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose CH Typ 23 (16A), FI / Zugang: evpass RFID/APP / ZeitbeschrÃ¤nkung: 2 h / Stromkosten: Starting from CHF 0.22/kWh / Standort: Tari"
2130,"- Via Motta
- 2x Steckdose CEE blau 230V/16A (16A), 1x Steckdose CH Typ 13 (10A), FI / Freier Zugang / ZeitbeschrÃ¤nkung: 4h / Standort: Parcheggio comunale presso cinema Lux, 2 parcheggi / Parken: gratuito
Eintrag/Korrektur: 25-Aug-2018
Aktiv gemeldet a"
2131,"- Green Motion SA, Autosilo Motta
- 1x Steckdose Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A), 1x Steckdose Schuko (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 02-Jul-2021"
2132,"- Stadio Cornaredo, Via Giacomo e Filippo Cani, www.lugano.ch
- 2x Steckdose CEE blau 230V/16A (16A), 1x Steckdose CH Typ 13 (10A), FI / Freier Zugang / ZeitbeschrÃ¤nkung: 4h / Standort: presso il posteggio Cinestar, vicino allo Stadio Cornaredo, 2 parch"
2133,"- emotÃ¬, Via Basilea
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose CH Typ 23 (16A), FI / Zugang: evpass RFID/APP / ZeitbeschrÃ¤nkung: 4 h / Stromkosten: Starting from CHF 0.22/kWh / Standort: posteggio"
2134,"- Comune die Paradiso, Via Geretta,  -""https://www.paradiso.ch""
- 2x Steckdose CEE blau 230V/16A (16A), 1x Steckdose CH Typ 13 (10A), FI / Freier Zugang / ZeitbeschrÃ¤nkung: 4h / Standort: Presso Pasticceria MÃ¼nger, 2 parcheggi / Parken: gratis
Eintrag/"
2135,"- Green Motion SA, Via G.B. Pioda 9
- 1x Steckdose Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A), 1x Steckdose Schuko (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 02-Jul-2021"
2136,"- AMAG Lugano, Via Monte Boglia 24 ,  -""http://www.lugano.amag.ch/""
- 1x Kabel mit Stecker - CCS Typ2 (50kW), 1x Kabel mit Stecker - CHAdeMO (50kW), 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph) / Zugang: virta/swisscharge app / Standort: Zufahrt von Vi"
2137,"- swisscharge.ch AG, Via Speranza 4
- 5x Steckdose Typ2 (32A, 3-ph), 5x Steckdose Schuko (16A) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autostrom, virta/swisscharge app
- Hinweis: <b>Import from provider, data n"
2138,"- swisscharge.ch AG, Via Berna 2
- 1x Steckdose Typ2 (32A, 3-ph), 1x Steckdose Schuko (16A) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autostrom, virta/swisscharge app
Eintrag/Korrektur: 17-Mai-2018"
2139,"- Green Motion SA, Via Madonna d&#39;Ongero
- 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose Schuko (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 02-Jul-2021"
2140,"- Emil Frey SA, Auto-Centro Noranco-Lugano , Via Pian Scairolo, -""http://www.emilfrey.ch/de/lugano/""
- 1x Kabel mit Stecker - CHAdeMO (22kW), 1x Steckdose Typ2 (32A, 3-ph) / Freier Zugang / Stromkosten: kostenlos / Standort: presso Autocentro Emil Frey S"
2141,"- swisscharge.ch AG, Via la Sguancia 9
- 1x Kabel mit Stecker - CCS Typ2 (100kW), 1x Kabel mit Stecker - CHAdeMO (60kW), 2x Steckdose Typ2 (63A, 3-ph) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autostrom, virta/sw"
2142,"- Comune di Grancia, Via Municipio
- 1x Steckdose CEE+ blau 230V (32A), 1x Steckdose CEE blau 230V/16A (16A), 1x Steckdose CH Typ 13 (10A), FI / Freier Zugang / ZeitbeschrÃ¤nkung: 4h / Standort: posteggio comunale, 2 parcheggi / Parken: gratis
Eintrag/Ko"
2143,"- Centro Lugano-Sud, Via Cantonale,  -""https://www.centroluganosud.ch"", +41-91-993-06-76
- 1x Steckdose CEE+ blau 230V (32A), 1x Steckdose CEE blau 230V/16A (16A), 1x Steckdose CH Typ 13 (10A), FI / Freier Zugang / ZeitbeschrÃ¤nkung: 4 h / Standort: Pres"
2144,"- Aziende Industriali di Lugano SA, Via Scuole 
- 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A), 1x Steckdose CH Typ 23 (16A) / Zugang: RFID Lokal / Standort: Tariffa di stazionamento: - durante la ricarica: 0.5 CHF/h"
2145,"- Green Motion SA, Via alla Riva
- 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose Schuko (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 02-Jul-2021"
2146,"- emotÃ¬, Via Cremignone 
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose CH Typ 23 (16A) / Zugang: SMS sonstige, evpass RFID/APP / Stromkosten: Starting from CHF 0.22/kWh / Standort: StÃ¤dtischer Parkpla"
2147,"- emotÃ¬, Piazza Brocchi
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose CH Typ 23 (16A) / Zugang: evpass RFID/APP / Stromkosten: Starting from CHF 0.22/kWh
- Hinweis: APP emoti: -""https://emoti.evpass.ch"
2148,"- Green Motion SA, Via Monte Croce
- 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose Schuko (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 02-Jul-2021"
2149,"- Resort Collina dâOro, Via Roncone ,  -""https://www.resortcollinadoro.com/de"", info@resortcollinadoro.com, +41 91 641 11 11
- 2x Steckdose Typ2 (16A, 3-ph) / Zugang: RFID Lokal
Eintrag/Korrektur: 02-Jul-2021
Aktiv gemeldet am: 30-Jun-2021"
2150,"- emotÃ¬, Via Orti
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose CH Typ 23 (16A) / Zugang: evpass RFID/APP / ZeitbeschrÃ¤nkung: 4h / Stromkosten: Starting from CHF 0.22/kWh / Standort: Posteggio Giova,"
2151,"- Green Motion SA, Via San Pietro 19
- 1x Steckdose Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A), 1x Steckdose Schuko (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 02-Jul-2021"
2152,"- Aziende Industriali di Lugano SA, Via Cantonale 28
- 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A), 1x Steckdose CH Typ 23 (16A) / Zugang: RFID Lokal / Standort: Tariffa di stazionamento: - durante la ricarica: 0.5 C"
2153,"- Green Motion SA, Piazza Chiattone
- 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose Schuko (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 02-Jul-2021"
2154,"- Kurhaus Cademario, Kurhaus 
- 1x Steckdose Typ2 (16A, 1-ph), 1x Kabel mit Stecker - Typ1 (16A, 1-ph), 1x Steckdose CH Typ 13 (10A, 1-ph) / Zugang: Siehe Hinweis / Standort: Auf Parkplatz vor Hotel
- Hinweis: an der Rezeption fragen
Eintrag/Korrektur: 0"
2155,"- emotÃ¬, Posteggio comunale Scuole 
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose CH Typ 23 (16A) / Zugang: SMS sonstige, evpass RFID/APP / Stromkosten: Starting from CHF 0.22/kWh / Parken: wÃ¤hrend de"
2156,"- emotÃ¬, Via Industria 2
- 2x Kabel mit Fahrzeugkupplung Typ2 (16A, 3-ph), 2x Kabel mit Stecker - Typ1 (16A), 2x Steckdose CH Typ 23 (16A) / Zugang: evpass RFID/APP / Stromkosten: Starting from CHF 0.22/kWh / Standort: vor dem Eingang von AIL SA, 3 Park"
2157,"- emotÃ¬, Strada Regina
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose CH Typ 23 (16A) / Zugang: evpass RFID/APP / Stromkosten: Starting from CHF 0.22/kWh / Parken: wÃ¤hrend des Ladevorgangs: CHF 0,50, a"
2158,"- Groupe E, Via Industria 21
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: kein Zugang mit RFID, MOVE RFID
Eintrag/Korrektur: 27-Apr-2014"
2159,"- Green Motion SA, Via Mulini
- 1x Steckdose Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A), 1x Steckdose Schuko (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 02-Jul-2021"
2160,"- Parco Ãr
- 1x Steckdose CEE blau 230V/16A (16A), 1x Steckdose CH Typ 13 (10A), FI / Freier Zugang / ZeitbeschrÃ¤nkung: 4h / Standort: Presso centro raccolta rifiuti/riciclaggio, 1 parcheggio / Parken: gratuito
Eintrag/Korrektur: 25-Aug-2018
Aktiv geme"
2161,"- evpass - Green Motion SA, Via Daldini 13
- 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose Schuko (16A)
Eintrag/Korrektur: 27-MÃ¤r-2019"
2162,"- Via Cantonale,  -""https://www.cureglia.ch""
- 1x Steckdose CEE blau 230V/16A (16A), 1x Steckdose CH Typ 13 (10A), FI / Freier Zugang / ZeitbeschrÃ¤nkung: 4h / Standort: parcheggio pubblico CarivÃ©e, semaforo sud, scatola a muro, 1 parcheggio / Parken: g"
2163,"- emotÃ¬, Via Ponte Capriasca
- 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A), 1x Steckdose CH Typ 23 (16A) / Zugang: evpass RFID/APP / Stromkosten: Starting from CHF 0.22/kWh / Parken: wÃ¤hrend des Ladevorgangs: CHF 0"
2164,"- Franco Puffi, Via Beneficio 15, Franco.puffi@precicast.com, +41796420496
- 1x HPC Tesla (70A) / Freier Zugang
Eintrag/Korrektur: 21-Jun-2016
Aktiv gemeldet am: 21-Jun-2016"
2165,"- emotÃ¬, Via Cantonale
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose CH Typ 23 (16A) / Zugang: evpass RFID/APP / Stromkosten: Starting from CHF 0.22/kWh / Parken: wÃ¤hrend des Ladevorgangs: CHF 0,50, a"
2166,"- Via Cureglia 
- 2x Steckdose CEE blau 230V/16A (16A), 1x Steckdose CH Typ 13 (10A), FI / Freier Zugang / Standort: posteggio RSI Radio Televisione Svizzera Italiana, 2 parcheggi
Eintrag/Korrektur: 25-Aug-2018"
2167,"- Hotel Vezia, Via San Gottardo 32, www.hotelvezia.ch, info@hotelvezia.ch, +41-91 966 36 31
- 1x Steckdose CEE rot 400V/32A (32A, 3-ph), 1x Steckdose CH Typ 13 (10A), FI / Zugang: Siehe Hinweis / offen: Riservato ai clienti dell'Hotel
Eintrag/Korrektur:"
2168,"- emotÃ¬, Piazza Stazione, http://www.emoti.swiss/
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose CH Typ 23 (16A) / Zugang: evpass RFID/APP / Stromkosten: Starting from CHF 0.22/kWh / Parken: wÃ¤hrend de"
2169,"- swisscharge.ch AG, Via Sonvico 5
- 1x Steckdose Typ2 (32A, 3-ph) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autostrom, virta/swisscharge app
Eintrag/Korrektur: 02-Jul-2021"
2170,"- swisscharge.ch AG, Via Ceresio 40 Lugano
- 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autostrom, virta/swisscharge app
Eintrag/Korrektur: 09-Feb-2"
2171,"- Green Motion SA, Via Roigo
- 1x Steckdose Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A), 1x Steckdose Schuko (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 02-Jul-2021"
2172,"- Green Motion SA, Ra StrÃ¡da CantonÃ¡l
- 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose Schuko (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 02-Jul-2021"
2173,"- Green Motion SA, Via al Pozzo
- 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose Schuko (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 02-Jul-2021"
2174,"- Albergo BrÃ¨ Paese, Paul GmÃ¼r, Via Pineta, +41-91 971 47 61
- 1x Steckdose CH Typ 13 (10A) / Zugang: Siehe Hinweis / offen: 24 h (Albergo: 8-20 Uhr) / Stromkosten: per gli ospiti gratuito / Standort: 6 km sulla strada di montagna da Lugano / Parken: g"
2175,"- Green Motion SA, Piazza San Provino
- 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose Schuko (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 02-Jul-2021"
2176,"- emotÃ¬, Via Cantonale 
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose CH Typ 23 (16A) / Zugang: evpass RFID/APP / Stromkosten: Starting from CHF 0.22/kWh / Standort: Tariffa di stazionamento: - durante"
2177,"- Garage Vallone SA, Via Cantonale 1,  -""http://www.garagevallone.ch"", info@garagevallone.ch, +41-91-606-22-83
- 1x Kabel mit Stecker - Typ1 (16A) / Stromkosten: Kostenlos / Standort: Bei der Nissan-Garage / Parken: Kostenlos
- Essen: McDonalds 100m und"
2178,"- emotÃ¬, 2 Via Ort Pruvin
- 2x Kabel mit Fahrzeugstecker Typ2 (Gen1) (32A, 3-ph), 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Steckdose CH Typ 23 (16A) / Zugang: evpass RFID/APP / Stromkosten: Starting from CHF 0.22/kWh
- Hinweis: APP emoti: -""ht"
2179,"- emotÃ¬, Stazione Miglieglia
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose CH Typ 23 (16A), FI / Zugang: evpass RFID/APP / ZeitbeschrÃ¤nkung: 4 h / Stromkosten: Starting from CHF 0.22/kWh / Standort: P"
2180,"- swisscharge.ch AG, Via Muraccio
- 1x Steckdose Typ2 (32A, 3-ph) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autostrom, virta/swisscharge app
Eintrag/Korrektur: 02-Jul-2021"
2181,"- Comune di Caslano, via Golf,  -""http://www.caslano.ch""
- 2x Steckdose CEE blau 230V/16A (16A), 1x Steckdose CH Typ 13 (10A), FI / Freier Zugang / ZeitbeschrÃ¤nkung: 4 h / Standort: Lido Comunale, posteggio al lago, 2 parcheggi / Parken: a pagamento
- I"
2182,"- Green Motion SA, Alla Chiesa
- 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose Schuko (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 02-Jul-2021"
2183,"- Pensione Serena Purasca, Andreas van der Linden, www.pensioneserena.ch, info@pensioneserena.ch, 091 606 15 50
- 1x Steckdose CH Typ 13 (10A) / offen: die Steckdose wird auf Anfrage GÃ¤sten bereitgestellt / Anmeldung notwendig / Stromkosten: bei Konsuma"
2184,"- emotÃ¬, Via Pree 
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose CH Typ 23 (16A) / Zugang: evpass RFID/APP / Stromkosten: Starting from CHF 0.22/kWh / Standort: Tariffa di stazionamento: - durante la r"
2185,"- Green Motion SA, Ur StradÃ³n
- 1x Steckdose Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A), 1x Steckdose Schuko (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 02-Jul-2021"
2187,"- Green Motion SA, Via Fornasette
- 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose Schuko (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 02-Jul-2021"
2188,"- Green Motion SA, Via al Mulino
- 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose Schuko (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 02-Jul-2021"
2189,"- Groupe E, Via Cantonale 11 23
- 1x Kabel mit Stecker - CCS Typ2 (50kW), 1x Kabel mit Stecker - CHAdeMO (50kW), 1x Steckdose Typ2 (31A, 3-ph)
Eintrag/Korrektur: 28-Mai-2020"
2082,"- emotÃ¬, Via Monsignor Sesti 1B
- 1x Kabel mit Fahrzeugkupplung Typ2 (16A, 3-ph), 1x Kabel mit Stecker - Typ1 (16A), 1x Steckdose CH Typ 23 (16A), FI Typ B / Zugang: evpass RFID/APP, Riparti / ZeitbeschrÃ¤nkung: 4 h / Stromkosten: Starting from CHF 0.22"
2084,"- Centro commerciale Breggia, Via San Gottardo 56
- 3x Steckdose CEE blau 230V/16A (16A), FI / Freier Zugang / offen: orari apertura centro commerciale / ZeitbeschrÃ¤nkung: 4h / Standort: Parcheggio sul tetto, 2 parcheggi / Parken: gratis
Eintrag/Korrekt"
2085,"- Casa Comunale, Via San Gottardo 90,  -""http://www.balerna.ch"", +41-91 695 11 60
- 2x Steckdose CEE blau 230V/16A (16A), 1x Steckdose CH Typ 13 (10A), FI / Freier Zugang / ZeitbeschrÃ¤nkung: 4 h / Standort: posteggi Casa Comunale, 2 parcheggi / Parken:"
2086,"- Chicco d'Oro, Via Monti 10, +41-91-695-05-05
- 1x Steckdose CEE+ blau 230V (32A), 1x Steckdose CEE blau 230V/16A (16A), 1x Steckdose CH Typ 13 (10A), FI / Freier Zugang / Standort: 1 parcheggio, riservato clienti-visitatori Chicco D'oro / Parken: gratu"
2087,"- emotÃ¬, Via Livio
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose CH Typ 23 (16A), FI / Zugang: SMS sonstige, evpass RFID/APP / Stromkosten: Starting from CHF 0.22/kWh / Standort: Ex-Gambrinus Parkplatz"
2090,"- emotÃ¬, Via Fontana da Sagno 
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose CH Typ 23 (16A) / Zugang: evpass RFID/APP / Stromkosten: Starting from CHF 0.22/kWh / Standort: Tariffa di stazionamento: -"
2091,"- emotÃ¬, Via Al Colle
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose CH Typ 23 (16A) / Zugang: evpass RFID/APP / ZeitbeschrÃ¤nkung: 4 h / Stromkosten: Starting from CHF 0.22/kWh / Standort: posteggio Sa"
2092,"- Centro Commerciale Serfontana SA, Viale Serfontana, +41-91-683-05-05
- 2x Steckdose CEE blau 230V/16A (16A), 1x Steckdose CH Typ 13 (10A), FI / Freier Zugang / ZeitbeschrÃ¤nkung: 4 h / Standort: Parcheggio sul tetto, 3 parcheggi / Parken: gratuito
Eint"
2093,"- Aziende Industriali di Lugano SA, Via Cantonale 
- 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A), 1x Steckdose CH Typ 23 (16A) / Zugang: RFID Lokal / Standort: Tariffa di stazionamento: - durante la ricarica: 0.5 CHF"
2094,"- Comune di Bruzella, Posteggio centro paese
- 2x Steckdose CEE blau 230V/16A (16A), 1x Steckdose CH Typ 13 (10A), FI / Freier Zugang / ZeitbeschrÃ¤nkung: 4 h / Standort: 1 parcheggio / Parken: gratuito
Eintrag/Korrektur: 27-Aug-2018
Aktiv gemeldet am: 2"
2095,"- emotÃ¬, via Campo Sportivo
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose CH Typ 23 (16A) / Zugang: evpass RFID/APP / ZeitbeschrÃ¤nkung: 4 h / Stromkosten: Starting from CHF 0.22/kWh / Standort: Centro"
2096,"- Comune di Mendrisio, via Campo Sportivo 2,  -""http://www.mendrisio.ch""
- 2x Steckdose Typ2 (16A, 3-ph), 2x Kabel mit Stecker - Typ1 (16A), 2x Steckdose CEE blau 230V/16A (16A), 2x Steckdose CH Typ 13 (10A) / Freier Zugang / Standort: nuovo posteggio so"
2097,"- emotÃ¬, Piazza del Ponte 
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose CH Typ 23 (16A) / Zugang: evpass RFID/APP / Stromkosten: Starting from CHF 0.22/kWh / Standort: Stadtzentrum, unter der Chiesa P"
2098,"- emotÃ¬, Sala multiuso 
- 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A), 1x Steckdose CH Typ 23 (16A) / Zugang: evpass RFID/APP / Stromkosten: Starting from CHF 0.22/kWh / Parken: wÃ¤hrend des Ladevorgangs: CHF 0 .--,"
2099,"- emotÃ¬, Piazzale alla Valle
- 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (16A), 1x Steckdose CH Typ 23 (16A) / Zugang: evpass RFID/APP / Stromkosten: Starting from CHF 0.22/kWh / Standort: NÃ¤he Eingang Kommunales Parkh"
2100,"- Stazione FFS, piazza della Stazione,  -""http://www.mendrisio.ch"", +41-91-646-38-22
- 1x Steckdose Typ2 (16A, 3-ph), 1x Kabel mit Stecker - Typ1 (16A), 1x Steckdose CH Typ 23 (16A), FI Typ B / Freier Zugang / ZeitbeschrÃ¤nkung: 4 h / Standort: Posteggio"
2101,"- Centro Commerciale Fox-Town, via Angelo Maspoli 18
- 1x Steckdose CEE blau 230V/16A (16A), 2x Steckdose CH Typ 13 (10A), FI / Freier Zugang / offen: Lu-Do 11.00-19.00 ore / ZeitbeschrÃ¤nkung: 4 h / Standort: posteggio vicino Coop Edil, contrassegnato """
2102,"- Galleria Baumgartner, Via S. Franscini,  -""http://www.galleriabaumgartner.ch""
- 2x Steckdose CEE blau 230V/16A (16A), 1x Steckdose CH Typ 13 (10A), FI / Freier Zugang / offen: Orari apertura museo: Lu-chiuso/ Ma-Me-Gi-Ve-Sa-Do 9.30 -17.30 / ZeitbeschrÃ"
2103,"- emotÃ¬, Piazza Antonio Fontana 
- 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A), 1x Steckdose CH Typ 23 (16A) / Zugang: evpass RFID/APP / Stromkosten: Starting from CHF 0.22/kWh / Parken: wÃ¤hrend des Ladevorgangs: C"
2104,"- Infovel, via Municipio, info@infovel.ch, +41-91-646-06-06
- 2x Steckdose Typ2 (16A, 3-ph), 2x Kabel mit Stecker - Typ1 (16A), 2x Steckdose CEE blau 230V/16A (16A), 2x Steckdose CH Typ 13 (10A), FI / Freier Zugang / Standort: autosilo comunale, 4 parche"
2105,"- Comune di Mendrisio, piazza Baraini,  -""http://www.mendrisio.ch""
- 2x Steckdose CEE blau 230V/16A (16A), 1x Steckdose CH Typ 13 (10A), FI / Freier Zugang / ZeitbeschrÃ¤nkung: 4 h / Standort: posteggio di fronte alla ex Casa Comunale, 1 parcheggio / Par"
